PacketLabel,MultipartFilenameStub,NumPackets,MaxPages,Description,From page,To page
282,scan1~2013_06_12_13_10_25,1,6,Automotive and mechanical expense receipts and invoices - May 2004,1,6
283,scan5~evan~2013_06_16_11_45_05,1,5,Notices of outstanding invoice payments to Thyna Petroleum  Services - July & November 2003,1,5
284,scan1~2013_06_06_18_16_21,1,69,Expense claim forms and associated receipts - August 2008,1,69
285,scan4~chequestubs~2013_06_17_18_15_39,1,54,Cheque stubs - July 2003,1,54
286,scan1~2013_06_15_18_10_35,1,30,Economic Auto invoices - Mach 2008,1,30
287,scan1~evan~2013_06_13_16_48_41,1,17,Expense receipts - November 2010,1,17
288,scan1~2013_06_15_13_25_27,1,11,Economic Auto receipts - July 2011,1,11
289,scan1~2013_06_15_16_23_36,1,16,Economic Auto receipts - July 2010,1,16
290,scan1~2013_06_13_12_29_50,1,47,"Expense claim forms, associated receipts and cheques - November/December 2003",1,47
291,scan1~2013_06_14_13_42_54,1,21,Expense claim forms and personnel time sheets - 2010,1,21
292,scan5~evan~2013_06_16_13_49_18,1,9,Hotel Sfax Centre invoices' - September 2010,1,9
293,scan1~2013_06_09_10_05_20,2,36,"Cheques Feb/March 2010, Tax Forms, Bank Transfers Jan 2010",1,31
294,scan1~2013_06_09_10_05_20,2,36,Unpaid invoices Dec 2009-Feb 2010,32,36
295,scan1~2013_06_09_16_56_16,1,60,Cheque stubs - July 2010,1,60
296,scan5~evan~2013_06_16_10_59_21,1,4,Certificat de retenue d'import sur le revenu ou d'import sur les societes - September 2007,1,4
297,scan1~2013_06_06_11_27_50,1,17,"Invoices, accounting summaries and related cheques - January to May 2007  ",1,17
298,scan1~2013_06_16_11_11_07,1,4,Employee CV and training seminar advice - 2009,1,4
299,scan1~2013_06_08_10_56_14,1,95,"Accounting and payslips, Arabic - July/August 2007",1,95
300,scan1~2013_06_06_17_22_25,1,14,Expense claim form and associated receipts - June 2008,1,14
301,scan1~2013_06_09_10_57_20,1,45,Invoices and associated cheques Tunisia Arabic - January to March 2010,1,45
302,scan5~evan~2013_06_16_11_17_14,1,7,Statements of payments to Thyna Petroleum Services - August 2011,1,7
303,scan1~2013_06_15_12_43_15,1,4,Teletec invoices - July 2009,1,4
304,scan5~evan~2013_06_16_12_45_45,1,6,Certificat de retenue d'import sur le revenu ou d'import sur les societes - October 2010,1,6
305,scan4~chequestubs~2013_06_17_17_20_49,1,73,Cheque stubs - June 2010,1,73
306,scan1~2013_06_12_09_41_11,1,16,Accounting relating to salaries and advances - 2010,1,16
307,scan5~evan~2013_06_16_12_47_09,1,9,Accounting and invoice summaries for Thyna Petroleum Services - 2010,1,9
308,scan1~2013_06_21_16_33_58,1,61,Quotes and purchase orders for Tunisian job - July/August 2011,1,61
309,scan1~2013_06_13_13_35_29,1,71,Expense claim forms and associated receipts - October & December 2003,1,71
310,scan1~2013_06_09_12_53_43,1,160,"Cheques, Factures and receipts,Quittance, Grand Livre, Salaries, Payment Orders May 2010",1,160
311,scan1~2013_06_15_11_56_16,1,10,Teletec invoices - March 2011,1,10
312,scan4~chequestubs~2013_06_17_18_50_06,1,55,Cheque stubs - January 2003,1,55
313,scan1~2013_06_15_16_46_25,1,3,Economic Auto invoices - July 2007,1,3
314,scan4~chequestubs~2013_06_17_18_39_23,1,52,Cheque stubs - June to August 2003,1,52
315,scan1~2013_06_06_17_10_47,1,8,Expense invoices - June 2008,1,8
316,scan1~2013_06_12_11_36_12,1,43,Accounting relating to salary and taxation Arabic - 2009,1,43
317,scan5~evan~2013_06_16_13_11_59,1,9,Golden Tulip invoices - March 2007,1,9
318,scan4~chequestubs~2013_06_17_19_52_05,1,113,Cheque stubs - February to April 2010,1,113
319,scan1~2013_06_15_13_42_46,1,6,Economic Auto invoices - August 2011,1,6
320,scan5~evan~2013_06_16_14_00_08,1,7,Hotel expense invoices - July & December 2011,1,7
321,scan1~evan~2013_06_14_16_22_31,1,20,Grand Livre Dec 2011; Grand Livre and bank statements June 2012,1,20
322,scan1~2013_06_12_14_59_25,1,62,"Surface well testing contacts with ENI Tunisia (Contract No. 500418, 500288) and communications regarding the contracts - 2008 to 2012",1,62
323,scan1~2013_06_09_11_01_53,1,33,Cheque stubs - March 2010,1,33
324,scan1~2013_06_09_18_14_55,1,37,"Invoices for the provision of equipment and personnel, credit notices - March to June 2005",1,37
325,scan4~chequestubs~2013_06_17_19_54_33,1,27,Cheque stubs - no dates,1,27
326,scan1~2013_06_12_12_45_20,1,7,Expense invoices - June 2003,1,7
327,scan2~2013_06_20_16_50_28,1,66,"Communications regarding purchasing and freight, invoices', export and shipping documents Tunisia -June 2009 to January 2010",1,66
328,scan1~2013_06_13_11_12_31,1,74,Expense receipts - September 2003,1,74
329,scan5~evan~2013_06_16_13_01_16,1,10,Golden Tulip invoices - September 2011,1,10
330,scan1~2013_06_15_12_51_30,1,50,Teletec invoices - April 2008,1,50
331,scan5~evan~2013_06_16_12_16_18,1,7,Accounting documents related to TPS - 2009,1,7
332,scan1~2013_06_12_14_02_08,1,3,Expense claim forms - date illegible,1,3
333,scan4~chequestubs~2013_06_17_20_00_22,1,61,Cheque stubs - October/November 2009,1,61
334,scan1~2013_06_12_10_29_40,1,6,Bank transfers/taxation documents Arabic - 2009,1,6
335,scan5~evan~2013_06_16_13_25_40,1,9,Golden Tulip invoices - September 2010,1,9
336,scan1~2013_06_06_11_14_14,1,7,"Cheques and factures May 2006, June 2007",1,7
337,scan1~2013_06_09_15_39_07,1,82,"Quote, Factures, Quittance Dec 2005-June 2006",1,82
338,scan4~chequestubs~2013_06_17_14_36_38,1,54,Cheque stubs - November 2010,1,54
339,scan1~2013_06_15_13_59_24,1,24,Accounting relating to Economic Auto and associated invoices - 2010,1,24
340,scan1~2013_06_14_13_26_11,1,44,"Personnel time sheets, expense claim forms and associate receipts - 2010",1,44
341,scan1~2013_06_16_16_42_01,1,53,"Accounting relating to salaries, personnel time sheets, expense invoices - 2007",1,53
342,scan1~evan~2013_06_14_16_15_12,1,59,Account summaries and reconciliation with associated invoices - 2010,1,59
343,scan1~2013_06_15_11_31_39,1,20,Teletec invoices - October 2011,1,20
344,scan1~2013_06_09_10_46_57,1,47,Cheque stubs - November 2009 to February 2010,1,47
345,scan4~chequestubs~2013_06_17_19_47_41,1,113,Cheque stubs - December 2009 to March 2010,1,113
346,scan1~2013_06_08_10_20_17,6,220,Journal de paie January-Dec 2007,1,108
347,scan1~2013_06_08_10_20_17,6,220,Grand Livre Jan 2008,109,133
348,scan1~2013_06_08_10_20_17,6,220,Bulletin de Paie Dec 2007,134,192
349,scan1~2013_06_08_10_20_17,6,220,Grand Livre Jan 2008,193,201
350,scan1~2013_06_08_10_20_17,6,220,Arabic ,202,209
351,scan1~2013_06_08_10_20_17,6,220,Grand Livre ,210,220
352,scan1~2013_06_06_16_12_51,1,57,"Expense claim forms and associated receipts, expense invoices - May 2008 ",1,57
353,scan5~evan~2013_06_16_11_40_41,1,25,Certificat de retenue d'import sur le revenu ou d'import sur les societes - 2002,1,25
354,scan1~2013_06_15_17_31_00,1,26,Economic Auto invoices - May to August 2008,1,26
355,scan1~2013_06_16_11_27_44,1,4,ETAT de salaries l'an - 2006,1,4
356,scan1~2013_06_15_12_45_10,1,11,Teletec invoices - November 2009,1,11
357,scan1~2013_06_07_17_30_02,1,157,"Facture Feb 2008; Telecom, Hotel and Travel Factures Oct/Nov 2008",1,157
358,scan1~2013_06_08_10_54_57,1,15,Arabic documents,1,15
359,scan5~evan~2013_06_16_12_44_48,1,8,Certificat de retenue d'import sur le revenu ou d'import sur les societes - April 2010,1,8
360,scan1~2013_06_16_17_32_09,1,54,Invoices and documents relating to purchasing and shipping - 2007,1,54
361,scan1~2013_06_13_16_06_29,1,10,Expense claim form and associated receipts - May 2003,1,10
362,scan1~2013_06_12_17_25_02,1,29,Accounting related to salary - 2011,1,29
363,scan1~2013_06_06_17_16_24,1,12,Expense claim form and associated receipts - June 2008,1,12
364,scan1~2013_06_12_11_57_25,1,8,Stamp scans and expense receipts - December 2004,1,8
365,scan1~2013_06_13_15_43_31,1,35,Expense claim forms and associated receipts - June 2003,1,35
366,scan1~evan~2013_06_14_16_19_55,1,7,Universal Transit Assistance invoices - November 1998,1,7
367,scan1~2013_06_15_13_46_59,1,12,Economic Auto invoices - January 2011,1,12
368,scan2~2013_06_21_16_40_13,1,26,"Invoices, export and shipping documents to Tunisia - January to March 2012",1,26
369,scan1~2013_06_07_10_04_28,1,190,"Expense invoices, expense claim forms and associated receipts - December 2009",1,190
370,scan1~2013_06_15_13_03_20,1,38,Teletec invoices - March 2010,1,38
371,scan1~2013_06_12_17_18_24,1,26,"Personnel time sheets, expense claim forms and associated receipts - 2011",1,26
372,scan1~2013_06_15_13_43_46,1,20,Economic Auto receipts - October 2011,1,20
373,scan1~2013_06_15_11_33_57,1,12,Teletec invoices - September 2011,1,12
374,scan1~2013_06_16_16_17_46,1,156,"Personnel time sheets, travel expense documents - 2007",1,156
375,scan1~2013_06_12_10_49_02,1,23,"Payroll and salary journals, account summaries - September 2009 ",1,23
376,scan1~2013_06_07_17_41_44,1,45,"Telecommunications invoices, expense invoices, services invoices Arabic - September 2008",1,45
377,scan2~2013_06_21_15_54_42,1,44,"Purchase orders, shipping invoices and documents, goods reception notes, export documents - March to May 2012",1,44
378,scan1~2013_06_20_18_20_37,1,78,"Email communications, purchase orders, invoices and shipping documents Tunisia - 2011  ",1,78
379,scan5~evan~2013_06_16_15_28_37,1,5,Golden Tulip invoices and reservation documents - December 2010,1,5
380,scan1~evan~2013_06_14_17_50_09,1,12,Contract  between Teexco International SRL and National Services Co. No 011/94 - December 2004,1,12
381,scan2~2013_06_21_16_23_45,1,111,"Purchasing orders, invoices, communications and shipping documents for Tunisian job - March 2011 to January 2012",1,111
382,scan1~2013_06_06_19_05_38,1,85,Expense claim forms and associated receipts - August 2008,1,85
383,scan1~2013_06_11_15_01_32,1,26,"Quotes and bids for the provision of services, automotive purchasing quotes - April to June 2004",1,26
384,scan1~2013_06_06_17_15_16,1,24,Expense claim forms and associated receipts - June 2008,1,24
385,scan5~evan~2013_06_17_15_38_54,1,108,"Purchasing orders, invoices, communications and shipping documents to Tunisia - March to October 2003",1,108
386,scan1~2013_06_13_13_28_23,1,32,Expense claim forms and associated receipts - December 2003,1,32
387,scan1~2013_06_12_16_43_15,1,7,Personnel time sheets - 2011,1,7
388,scan2~2013_06_21_16_45_53,1,53,"Purchasing orders, invoices, communications and shipping documents - January to September 2012",1,53
389,scan5~evan~2013_06_16_12_01_10,1,6,Certificat de retenue d'import sur le revenu ou d'import sur les societes - July 2008,1,6
390,scan1~2013_06_15_13_06_08,1,48,Teletec invoices and daily catering attachments - January/February 2010,1,48
391,scan1~2013_06_15_12_48_55,1,5,Teletec invoices - November 2008,1,5
392,scan1~evan~2013_06_14_16_18_04,1,15,Invoices and shipping documents for purchases Tunisian job - 1999,1,15
393,scan1~2013_06_15_11_30_34,1,8,Teletec daily catering attachments - October 2011,1,8
394,scan1~2013_06_12_16_07_37,1,21,Expense invoices - July/August 2004,1,21
395,scan1~2013_06_12_14_29_32,1,33,Expense receipts - June/July 2004,1,33
396,scan1~2013_06_12_16_40_01,1,7,Expense receipts - June 2011,1,7
397,scan1~2013_06_06_10_20_56,1,24,"Accounting relating to salary and deductions, expense claim forms, associated invoices and cheques - August/September 2007",1,24
398,scan5~evan~2013_06_16_11_09_15,1,4,Certificat de retenue d'import sur le revenu ou d'import sur les societes - 2011,1,4
399,scan1~2013_06_15_13_41_31,1,9,Economic Auto invoices - February 2011,1,9
400,scan1~2013_06_12_11_40_24,1,20,Accounting documents relating to salary - March 2009,1,20
401,scan1~evan~cheques~2013_06_17_15_43_11,1,100,Cheque stubs - March/April 2011,1,100
402,scan4~chequestubs~2013_06_17_17_15_51,1,95,Cheque stubs - December 2011,1,95
403,scan1~2013_06_14_13_53_52,1,30,Personnel time sheets - 2010,1,30
404,scan1~evan~cheques~2013_06_17_14_53_04,1,44,Cheque stubs - September 2011,1,44
405,scan1~2013_06_13_11_44_12,1,53,Expense receipts - January to June 2003,1,53
406,scan1~2013_06_06_11_46_28,1,13,"Accounting summaries, related invoices and cheques, tax documents - January to June 2007",1,13
407,scan1~2013_06_15_13_40_04,1,21,Economic Auto invoices - March 2011,1,21
408,scan1~2013_06_15_16_10_48,1,16,Accounting and invoices for Economic Auto - 2009/2010,1,16
409,scan1~2013_06_16_11_34_43,1,18,"Beurocratic, Contractual, Audit Docs 2008/2009 Arabic",1,18
410,scan5~evan~2013_06_16_15_09_47,1,14,Ambassadeurs Hotel invoices - 2011,1,14
411,scan1~2013_06_06_17_34_21,1,25,Expense claim forms and associated receipts - July 2008,1,25
412,scan1~2013_06_14_13_33_08,1,35,Accounting summaries relating to salaries and deductions - 2010,1,35
413,scan1~2013_06_06_18_12_11,1,17,Expense claim form and associated receipts - August 2008,1,17
414,scan1~2013_06_12_12_27_22,1,10,Expense claim form and indecipherable receipts - March 2004,1,10
415,scan1~2013_06_12_13_59_53,1,19,Expense receipts - September/October 2004,1,19
416,scan1~2013_06_12_14_24_05,1,32,Expense claim forms and associated receipts - July 2004,1,32
417,scan1~2013_06_07_15_01_04,1,37,Invoices for the provision of equipment and personnel in Tunisia - September 2008,1,37
418,scan1~2013_06_15_16_47_25,2,9,Accounting summary for T CHATANI & CO Ltd. - 2006,1,1
419,scan1~2013_06_15_16_47_25,2,9,Accounting summaries and related invoices for Economic Auto 2004,2,9
420,scan1~2013_06_13_16_24_29,1,47,Expense invoices - March/April 2003,1,47
421,scan4~chequestubs~2013_06_17_18_58_48,1,54,Cheque stubs - January to June 2003,1,54
422,scan1~2013_06_13_16_44_32,1,35,Expense receipts and associated cheques - January 2003,1,35
423,scan1~2013_06_15_19_13_47,1,77,"Expense invoices, accommodation invoices - August to October 2009",1,77
424,scan1~2013_06_12_09_43_50,1,30,Accounting related to salary - July 2010,1,30
425,scan1~2013_06_16_11_30_08,1,17,"Bachar El Ghussein Salary history, Salaries 2004, Arabic docs",1,17
426,scan1~2013_06_12_16_46_07,1,33,"Expense claim forms and associated receipts, personnel time sheets -  2011",1,33
427,scan1~2013_06_15_12_29_04,1,18,Teletec daily catering attachments - July 2010,1,18
428,scan1~2013_06_09_15_48_28,1,250,Expense invoices - January to April 2006,1,250
429,scan1~2013_06_06_11_07_05,1,3,Invoice and associated cheques - June 2007,1,3
430,scan2~2013_06_21_15_58_58,1,69,"Purchase orders, shipping invoices and documents, goods reception notes, export documents to Tunisia - 2012",1,69
431,scan5~evan~2013_06_16_11_49_52,1,4,Thyna Petroleum Services invoices Arabic - January & March 2005,1,4
432,scan1~2013_06_06_11_32_24,1,13,"Accounting summaries, tax documents, expense claim forms and associated cheques - May to June 2007",1,13
433,scan1~2013_06_12_11_27_44,1,50,Accounting related to salary and deductions - January to May 2009,1,50
434,scan1~2013_06_06_11_30_30,1,14,Accounting summaries and associated cheques - January to May 2007,1,14
435,scan4~chequestubs~2013_06_17_17_47_19,1,54,Cheque stubs - November 2002,1,54
436,scan1~2013_06_13_16_40_20,1,16,Expense receipts - January 2003,1,16
437,scan1~2013_06_11_17_00_11,1,15,"Invoices for the provision of equipment and personnel, service orders - September 2006",1,15
438,scan1~2013_06_08_15_24_19,1,405,"Expense invoices, telecommunications invoices, services invoices Arabic - October to December 2007",1,405
439,scan1~2013_06_06_11_37_25,1,35,"Expense invoices and associated cheques, Arabic documents - May 2007",1,35
440,scan2~2013_06_21_16_18_09,1,28,"Purchase invoices, quotes, packing lists, email communications regarding discrepancies in deliveries for Tunisian job - November 2011 to August 2012 ",1,28
441,scan5~evan~2013_06_16_14_21_07,1,40,Expense receipts - July 2010,1,40
442,scan1~2013_06_12_12_44_13,1,4,Expense claim form - no date,1,4
443,scan1~2013_06_16_11_11_49,1,21,Personnel training certificates - 2009,1,21
444,scan1~2013_06_12_10_22_11,1,57,Accounting relating to salaries Arabic - 2010,1,57
445,scan4~chequestubs~2013_06_17_17_03_25,2,121,Cheque stubs - March 2011,1,72
446,scan4~chequestubs~2013_06_17_17_03_25,2,121,Cheque stubs - October 2010,73,121
447,scan1~2013_06_06_18_45_28,1,11,"Expense summaries, expense claim form and associated receipts - August/September 2008",1,11
448,scan1~2013_06_20_19_40_14,1,169,"Documents relating to the purchasing, shipping and receival of products to Tunisia and Romania - June to December 2012",1,169
449,scan1~2013_06_16_18_34_47,1,111,"Communications regarding purchasing and unpaid invoices, purchase invoices, certificates of registration - February 2005 to February 2006",1,111
450,scan1~2013_06_09_13_13_41,1,17,Cheque stubs - May/June 2010,1,17
451,scan4~chequestubs~2013_06_17_18_48_13,1,54,Cheque stubs - July 2003,1,54
452,scan4~evan~cheques~2013_06_18_20_17_46,1,85,"Accounting reconciliation of accounts, with associates invoices and cheques - 2008",1,85
453,scan4~chequestubs~2013_06_17_17_33_50,1,54,Cheque stubs - September 2002,1,54
454,scan1~2013_06_12_11_03_50,1,24,"Accounting summaries, Arabic documents - 2009",1,24
455,scan1~2013_06_15_18_07_40,1,18,Economic Auto - March/April 2008,1,18
456,scan1~2013_06_12_16_01_10,1,27,Expense invoices - July 2004,1,27
457,scan1~2013_06_13_16_05_31,1,7,Expense receipts - April 2003,1,7
458,scan1~evan~cheques~2013_06_17_17_20_45,1,51,Cheque stubs - July 2011,1,51
459,scan1~2013_06_15_13_57_26,1,22,"Economic Auto invoices, and account summaries - January/February 2010",1,22
460,scan2~2013_06_20_19_49_21,1,11,"Export invoice, shipping and export documents - October to December 2011",1,11
461,scan1~2013_06_13_15_40_33,2,100,Expense claim forms and associated receipts - July 2003,1,42
462,scan1~2013_06_13_15_40_33,2,100,Expense claim forms and associated receipts - June 2003,43,100
463,scan2~2013_06_20_19_55_03,1,148,"Export Invoices and related shipping docs, packing lists Jan-Dec 2011,  Nov 2010, Nov 2008",1,148
464,scan1~2013_06_06_15_56_34,1,61,Expense claim forms and associated receipts - May 2008,1,61
465,scan1~evan~2013_06_14_17_51_09,1,12,Contract between Teexco International SRL and National Services Co. No 011/94 - 01 November 1994,1,12
466,scan1~2013_06_08_18_28_09,1,72,"Tax forms, factures, cheques, demandes de credit Feb 2010",1,72
467,scan1~2013_06_12_14_46_43,1,56,"Accounting regarding accounts payable, Arabic documents - 2011",1,56
468,scan5~evan~2013_06_16_13_26_16,1,10,Golden Tulip invoices - August 2010,1,10
469,scan5~evan~2013_06_16_13_09_22,1,8,Golden Tulip invoices - June 2011,1,8
470,scan1~2013_06_15_17_28_23,1,8,Economic Auto invoices - July to August 2008,1,8
471,scan1~2013_06_15_12_46_42,1,15,Teletec invoices - June to November 2009,1,15
472,scan1~2013_06_13_11_10_16,1,35,Expense invoices - September/October 2003,1,35
473,scan1~2013_06_12_12_15_19,1,6,Expense invoices - January 2004,1,6
474,scan1~2013_06_20_18_17_45,1,26,"Export and shipping docs ASEP Elmar 2011, payment orders and invoices 2010",1,26
475,scan1~2013_06_12_14_04_31,1,25,Expense Receipts Sept/Oct 2004,1,25
476,scan2~2013_06_20_18_04_30,1,50,"Purchase Orders, quotes and related communications  ie. Bow Valley FordDec 2010",1,50
477,scan1~2013_06_09_15_28_41,1,120,"Cheques, Grand Livre, Tax forms May/June 2010",1,120
478,scan1~2013_06_08_14_24_59,1,196,"Invcoices Apr/May/June 2007, Service Orders and Receipts Feb/March/Apr/May 2007, Eni Tunisia",1,196
479,scan1~2013_06_12_15_51_02,1,75,"Factures, Bons De Livraison Carrefour etc. June 2004",1,75
480,scan1~2013_06_12_16_22_41,1,49,"Teletec factures, rent tickets May-Sept2004",1,49
481,scan1~2013_06_08_16_10_10,1,32,"Factures, hotel related Oct-Dec 2007",1,32
482,scan1~2013_06_06_16_46_09,1,21,"Gas receipts, expense claims Apr 2008",1,21
483,scan1~2013_06_15_12_00_30,1,10,Teletect factures Feb/March 2011,1,10
484,scan1~evan~cheques~2013_06_17_15_49_25,1,102,Cheque stubs Oct/Nov 2011,1,102
485,scan4~chequestubs~2013_06_17_18_54_41,1,54,Cheque stubs March/April 2003,1,54
486,scan1~2013_06_12_09_32_28,1,212,"Journal de paie and salary docs and virements June-Nov 2010, Grand Livre 2010, Arabic",1,212
487,scan1~2013_06_15_17_01_44,1,4,Factures Economic Auto Feb 2009,1,4
488,scan1~2013_06_11_17_07_17,1,59,Invoices and Service Orders (Eni Tunisia) 2006,1,59
489,scan1~evan~2013_06_14_17_29_12,1,11,Contractual Docs Northland Energie Services June 2002,1,11
490,scan2~2013_06_20_17_18_52,1,184,"Export related Docs Jan 2010, March-June 2009",1,184
491,scan1~2013_06_14_12_45_59,1,31,"Cheques, cheque stubs, Grand Livre , tax forms and virements Oct 2011",1,31
492,scan5~evan~2013_06_16_12_34_18,1,9,Tax forms May/June 2009,1,9
493,scan1~2013_06_15_17_08_33,1,3,Factures Economic Auto Aug 2009,1,3
494,scan1~2013_06_12_14_50_54,1,35,"Virements and attendance sheets 2011, Grand Livre Jan 2012",1,35
495,scan5~evan~2013_06_16_11_10_38,1,22,Tax forms Dec 2010-Apr 2011,1,22
496,scan1~2013_06_15_16_38_04,1,8,"Factures Economic Auto Dec 2009, Mar 2010",1,8
497,scan1~2013_06_13_16_32_20,1,172,"Factures, payment orders, expense claims Jan/Feb 2003",1,172
498,scan2~2013_06_20_16_59_41,1,145,Shipping and export documents Sept-Dec 2009,1,145
499,scan1~2013_06_06_11_06_08,1,4,"Cheques, insurance related June 2007",1,4
500,scan1~2013_06_12_15_02_26,1,31,"Grand Livre Dec 2011/Jan 2012, Journal de Paie Dec 2011, Arabic",1,31
501,scan1~2013_06_12_10_52_19,1,40,"Grand Livre June 2009, Tax Forms Dec 08-May 2009",1,40
502,scan1~2013_06_13_13_25_51,1,60,Factures/expense claims Dec 2003,1,60
503,scan1~2013_06_09_10_53_49,1,38,Cheque stubs Jan-March 2010,1,38
504,scan1~2013_06_20_18_11_40,1,7,Purchase Orders Bateaumed July 2010,1,7
505,scan1~2013_06_12_17_02_14,1,13,Expense claim forms 2011,1,13
506,scan1~2013_06_06_19_17_27,1,42,Expense claim forms and receipts July-Sept 2008,1,42
507,scan1~2013_06_15_18_14_20,1,17,Factures Economic Auto March 2008,1,17
508,scan5~evan~2013_06_16_13_04_45,1,11,Factures hotel related Sept 2011,1,11
509,scan1~2013_06_15_17_46_56,1,9,Factures Economic Auto June 2008,1,9
510,scan1~2013_06_16_13_36_57,1,114,"Notes d'honoraires medicaux March 2011, Factures March/Apr 2011",1,114
511,scan1~2013_06_15_12_51_09,1,8,Factures Teletec Apr/May 2008,1,8
512,scan1~2013_06_15_11_50_48,1,39,Factures Teletec May/June 2011,1,39
513,scan1~2013_06_14_14_04_00,1,20,"Personnel time sheets, expense claims 2010",1,20
514,scan5~evan~2013_06_16_11_28_46,1,7,"Tax forms, wire transfers Dec 2011",1,7
515,scan5~evan~2013_06_16_12_57_38,1,8,Hotel related Factures Nov 2011,1,8
516,scan4~chequestubs~2013_06_17_17_59_10,1,83,Cheque stubs Oct/Nov 2004,1,83
517,scan1~2013_06_12_09_30_28,1,47,"Journal de paie, Grand Livre, Account statement, Oct 2010",1,47
518,scan5~evan~2013_06_16_17_12_12,1,36,"Factures Auto Parts Plus, Napa 2006/2007",1,36
519,scan1~2013_06_15_16_50_45,1,8,Factures Economic Auto Oct/Nov 2007,1,8
520,scan5~evan~2013_06_16_11_34_25,1,3,Grand Livre Feb 2012,1,3
521,scan1~evan~cheques~2013_06_17_15_55_56,1,21,Cheque Stubs July/Aug 2011,1,21
522,scan1~2013_06_16_11_13_53,1,6,Curriculum Vitae 2009,1,6
523,scan1~2013_06_08_14_05_25,1,46,Factures and hotel and auto related Jan/Feb 2007,1,46
524,scan1~2013_06_06_11_31_44,1,4,"Cheques, grand livre May/June 2007",1,4
525,scan1~2013_06_12_13_15_44,1,45,"Quittance Nov 2004, Factures 2004",1,45
526,scan1~2013_06_15_13_09_19,1,49,"Teletec factures May 2010, Nov 2009",1,49
527,scan1~evan~2013_06_14_16_04_15,1,14,Grand Livre July 2011,1,14
528,scan5~evan~2013_06_16_15_39_37,1,4,Factures hotel related Aug 2011,1,4
529,scan5~evan~2013_06_16_11_47_00,1,13,Unpaid invoices March 2003,1,13
530,scan1~2013_06_13_11_40_51,1,17,Factures and expense claims April 2003,1,17
531,scan1~2013_06_20_16_33_29,1,49,Purchase orders and comms Oct-Dec 2009,1,49
532,scan1~2013_06_12_12_00_59,1,3,Expense Claims no date,1,3
533,scan1~2013_06_16_17_51_19,1,70,Purchase orders and comms Nov 2007,1,70
534,scan1~2013_06_14_13_13_54,1,48,Personnel time sheets and travel invoices 2010,1,48
535,scan1~2013_06_12_14_36_06,1,7,Restaurant receipts June 2006,1,7
536,scan1~2013_06_15_15_56_47,1,16,Economic Auto factures Nov 2010,1,16
537,scan1~2013_06_09_18_26_46,1,118,Bank Statements 2005,1,118
538,scan1~2013_06_15_17_21_11,1,9,Bank Statements Dec 2009,1,9
539,scan1~2013_06_11_17_01_42,1,41,"Invoices, Eni Tunisia Sept 2006",1,41
540,scan5~evan~2013_06_16_11_31_05,1,5,Tax forms Dec 11/Jan 12,1,5
541,scan1~2013_06_06_16_39_15,1,77,Expense claims May 2008,1,77
542,scan1~2013_06_15_12_56_00,1,153,Teletec Factures Jan/Feb 2008,1,153
543,scan1~2013_06_12_14_41_52,1,19,Expense claims Feb 2004,1,19
544,scan1~2013_06_09_12_47_23,1,46,Cheque stubs Apr/May 2010,1,46
545,scan5~evan~2013_06_16_14_25_36,1,15,Travel invoices June-Aug 2011,1,15
546,scan5~evan~2013_06_16_11_04_19,1,12,"Grands Livre, tax forms 2011",1,12
547,scan1~2013_06_15_13_19_50,1,6,Factures Economic Auto Sept 2011,1,6
548,scan1~2013_06_12_10_39_36,1,23,Salaries list 2009,1,23
549,scan1~2013_06_15_18_58_48,1,67,Hotel and travel receipts July/Aug/Sept 2009,1,67
550,scan1~2013_06_13_13_09_45,1,15,"Payment orders, cheques Jan 2003",1,15
551,scan5~evan~2013_06_16_12_31_11,1,8,Tax forms feb 2009,1,8
552,scan1~2013_06_16_16_52_44,2,42,Expat bank info and transfers Aug 2007,1,17
553,scan1~2013_06_16_16_52_44,2,42,Caribbean bank statements July 2007,18,42
554,scan1~2013_06_09_09_33_32,1,15,"Omega etc factures and cheques, Grand livre Jan/Feb 2010",1,15
555,scan2~evan~2013_06_15_16_30_14,1,21,"Factures Sept-Nov 2008, Grand livre 2008",1,21
556,scan1~2013_06_06_15_16_37,1,9,Expense claims June 2008,1,9
557,scan5~evan~chequestubs~2013_06_17_17_38_21,1,55,Cheque stubs Aug/Sept 2002,1,55
558,scan4~chequestubs~2013_06_17_17_36_17,1,53,Cheque stubs Oct 2002,1,53
559,scan1~2013_06_13_15_58_05,1,12,Factures May 2003,1,12
560,scan5~evan~2013_06_16_13_22_10,1,5,Hotel factures Sept 2010,1,5
561,scan1~2013_06_13_16_37_38,1,25,Expense claims and receipts Jan 2003,1,25
562,scan2~evan~2013_06_15_16_23_48,1,6,"Factures GTS Transport, Dec 2008",1,6
563,scan1~2013_06_16_14_27_55,1,117,Factures May/June 2011,1,117
564,scan1~2013_06_15_13_33_10,1,22,Factures Economic Auto Apr 2011,1,22
565,scan1~evan~2013_06_14_17_47_34,1,19,"Attestation Bachar El Ghussein Dec 2003, Arabic",1,19
566,scan5~evan~2013_06_16_12_42_20,1,12,Tax Forms May 2010,1,12
567,scan1~2013_06_13_15_49_14,1,136,"Expense claims and receipts, payment orders May/June 2003",1,136
568,scan1~2013_06_09_10_15_39,1,19,"Cheques, tax forms and factures Jan/Feb 2010",1,19
569,scan1~2013_06_11_16_14_08,1,338,"Etat retenues a la source 2008, tax forms 2008, Arabic",1,338
