TransactionIndex,AlbarakaIndex,Number of ALB Indexes,GrandeLivreIndex,Number of GL Indexes,Date Discrepancy,Amount,Amount Discrepancy,Post Day,Post Month,Post Year,Value Day,Value Month,Value Year,libdesc,reftran,Bank Account,Bank Name,Bank Currency
2330,[2367],1,[3919],1,21,-142.2,,16,04,2004,16,04,2004,paiementcheque,807794,0007891010056211,CTD,TNC
2331,[2368],1,[3948],1,0,-1200.0,,16,04,2004,16,04,2004,paiementcheque,801332,0007891010056211,CTD,TNC
2332,[2369],1,[3941],1,0,-2000.0,,16,04,2004,16,04,2004,paiementcheque,801331,0007891010056211,CTD,TNC
2333,[2370],1,[3951],1,0,6300.0,,16,04,2004,16,04,2004,virement,,0007891010056211,CTD,TNC
2334,[2371],1,[3968],1,0,-4799.585,,19,04,2004,19,04,2004,paiementcheque,801346,0007891010056211,CTD,TNC
2335,[2372],1,[3970],1,0,6206.554,,19,04,2004,19,04,2004,virement,,0007891010056211,CTD,TNC
2336,[2373],1,[3971],1,0,7500.0,,19,04,2004,19,04,2004,virement,,0007891010056211,CTD,TNC
2337,[2374],1,[3964],1,3,-1660.0,,19,04,2004,19,04,2004,paiementcheque,801342,0007891010056211,CTD,TNC
2338,[2375],1,[3943],1,3,-5529.0,,19,04,2004,19,04,2004,paiementcheque,801336,0007891010056211,CTD,TNC
2339,[2376],1,[3972],1,0,-1240.367,,19,04,2004,19,04,2004,paiementcheque,801349,0007891010056211,CTD,TNC
2340,[2377],1,[3950],1,3,-403.7,,19,04,2004,19,04,2004,paiementcheque,801341,0007891010056211,CTD,TNC
2341,[2378],1,[3942],1,3,-140.0,,19,04,2004,19,04,2004,paiementcheque,801333,0007891010056211,CTD,TNC
2342,[2379],1,[3963],1,4,6300.0,,20,04,2004,20,04,2004,virement,,0007891010056211,CTD,TNC
2343,[2380],1,[3952],1,4,-5208.188,,20,04,2004,20,04,2004,paiementcheque,807813,0007891010056211,CTD,TNC
2344,[2381],1,[3969],1,1,-1920.202,,20,04,2004,20,04,2004,paiementcheque,801350,0007891010056211,CTD,TNC
2345,[2382],1,[3949],1,5,-300.0,,21,04,2004,21,04,2004,paiementcheque,807812,0007891010056211,CTD,TNC
2346,[2383],1,[3965],1,5,-3348.0,,21,04,2004,21,04,2004,paiementcheque,807811,0007891010056211,CTD,TNC
2347,[2384],1,[3973],1,0,6375.0,,21,04,2004,21,04,2004,virement,,0007891010056211,CTD,TNC
2348,[2385],1,[3984],1,-7,-2702.006,,22,04,2004,22,04,2004,virtemiscomp,,0007891010056211,CTD,TNC
2349,[2386],1,[3975],1,0,-3000.0,,22,04,2004,22,04,2004,paiementcheque,801351,0007891010056211,CTD,TNC
2350,[2387],1,[3974],1,0,1265.663,,22,04,2004,22,04,2004,virement,,0007891010056211,CTD,TNC
2351,[2388],1,[3977],1,-1,-10000.0,,23,04,2004,23,04,2004,paiementcheque,801352,0007891010056211,CTD,TNC
2352,[2389],1,[3976],1,0,12710.0,,23,04,2004,23,04,2004,virement,,0007891010056211,CTD,TNC
2353,[2390],1,[3929],1,25,-750.0,,26,04,2004,26,04,2004,paiementcheque,807804,0007891010056211,CTD,TNC
2354,[2391],1,[3980],1,0,1264.542,,26,04,2004,26,04,2004,virement,,0007891010056211,CTD,TNC
2355,[2392],1,[3966],1,7,-2706.802,,26,04,2004,26,04,2004,paiementcheque,801344,0007891010056211,CTD,TNC
2356,[2393],1,[3981],1,0,-1325.445,,27,04,2004,27,04,2004,retraitespeces,801355,0007891010056211,CTD,TNC
2357,[2394],1,[3978],1,3,-277.0,,27,04,2004,27,04,2004,paiementcheque,801353,0007891010056211,CTD,TNC
2358,[2395],1,[3982],1,0,1898.124,,27,04,2004,27,04,2004,virement,,0007891010056211,CTD,TNC
2359,[2396],1,[3979],1,3,-52.0,,27,04,2004,27,04,2004,paiementcheque,801354,0007891010056211,CTD,TNC
2360,[2397],1,[3983],1,-1,-143.206,,28,04,2004,28,04,2004,virtemiscomp,,0007891010056211,CTD,TNC
2361,[2398],1,[3986],1,0,-6665.0,,29,04,2004,29,04,2004,paiementcheque,801357,0007891010056211,CTD,TNC
2362,[2399],1,[3985],1,0,12730.0,,29,04,2004,29,04,2004,virement,,0007891010056211,CTD,TNC
2363,[2400],1,[4002],1,0,-600.0,,29,04,2004,29,04,2004,paiementcheque,801356,0007891010056211,CTD,TNC
2364,[2401],1,[3987],1,1,-202.006,,30,04,2004,30,04,2004,virtemiscomp,,0007891010056211,CTD,TNC
2365,[2402],1,[3988],1,1,-1555.256,,30,04,2004,30,04,2004,virtemiscomp,,0007891010056211,CTD,TNC
2366,[2403],1,[3989],1,1,-952.006,,30,04,2004,30,04,2004,virtemiscomp,,0007891010056211,CTD,TNC
2367,[2404],1,[3990],1,1,-952.006,,30,04,2004,30,04,2004,virtemiscomp,,0007891010056211,CTD,TNC
2368,[2405],1,[3991],1,1,-1352.006,,30,04,2004,30,04,2004,virtemiscomp,,0007891010056211,CTD,TNC
2369,[2406],1,[3992],1,1,-572.006,,30,04,2004,30,04,2004,virtemiscomp,,0007891010056211,CTD,TNC
2370,[2407],1,[3993],1,1,-1102.006,,30,04,2004,30,04,2004,virtemiscomp,,0007891010056211,CTD,TNC
2371,[2408],1,[3994],1,1,-622.006,,30,04,2004,30,04,2004,virtemiscomp,,0007891010056211,CTD,TNC
2372,[2409],1,[3995],1,1,-602.006,,30,04,2004,30,04,2004,virtemiscomp,,0007891010056211,CTD,TNC
2373,[2410],1,[3996],1,1,-802.006,,30,04,2004,30,04,2004,virtemiscomp,,0007891010056211,CTD,TNC
2374,[2411],1,[3997],1,1,-1952.006,,30,04,2004,30,04,2004,virtemiscomp,,0007891010056211,CTD,TNC
2375,[2412],1,[3998],1,1,-452.006,,30,04,2004,30,04,2004,virtemiscomp,,0007891010056211,CTD,TNC
2376,[2413],1,[3999],1,1,-602.006,,30,04,2004,30,04,2004,virtemiscomp,,0007891010056211,CTD,TNC
2377,[2414],1,[4000],1,1,-902.006,,30,04,2004,30,04,2004,virtemiscomp,,0007891010056211,CTD,TNC
2378,[2415],1,[4001],1,1,-652.006,,30,04,2004,30,04,2004,virtemiscomp,,0007891010056211,CTD,TNC
2379,[2416],1,[3946],1,14,-460.2,,30,04,2004,30,04,2004,paiementcheque,801340,0007891010056211,CTD,TNC
2380,[2417],1,[3944],1,14,-1000.0,,30,04,2004,30,04,2004,paiementcheque,801337,0007891010056211,CTD,TNC
2381,[2418],1,[3945],1,14,-1350.0,,30,04,2004,30,04,2004,paiementcheque,801339,0007891010056211,CTD,TNC
2382,[2419],1,[4003],1,0,15216.0,,30,04,2004,30,04,2004,virement,,0007891010056211,CTD,TNC
2383,[2420],1,[4009],1,0,-1500.0,,03,05,2004,03,05,2004,paiementcheque,801363,0007891010056211,CTD,TNC
2384,[2421],1,[4011],1,0,-74.0,,03,05,2004,03,05,2004,paiementcheque,801364,0007891010056211,CTD,TNC
2385,[2422],1,[3967],1,14,-2863.0,,03,05,2004,03,05,2004,paiementcheque,801345,0007891010056211,CTD,TNC
2386,[2423],1,[4017],1,-1,-558.8,,04,05,2004,04,05,2004,paiementcheque,801370,0007891010056211,CTD,TNC
2387,[2424],1,[4020],1,-1,-690.0,,04,05,2004,04,05,2004,paiementcheque,801368,0007891010056211,CTD,TNC
2388,[2425],1,[4016],1,-1,-400.0,,04,05,2004,04,05,2004,paiementcheque,801369,0007891010056211,CTD,TNC
2389,[2426],1,[4006],1,1,-1551.2,,04,05,2004,04,05,2004,paiementcheque,801359,0007891010056211,CTD,TNC
2390,[2427],1,[4014],1,0,3128.128,,04,05,2004,04,05,2004,virement,,0007891010056211,CTD,TNC
2391,[2428],1,[4012],1,2,-52.0,,05,05,2004,05,05,2004,paiementcheque,801366,0007891010056211,CTD,TNC
2392,[2429],1,[4004],1,4,-2207.006,,05,05,2004,05,05,2004,virtemiscomp,,0007891010056211,CTD,TNC
2393,[2430],1,[4015],1,0,1867.995,,05,05,2004,05,05,2004,virement,,0007891010056211,CTD,TNC
2394,[2431],1,[4013],1,3,-1179.7,,06,05,2004,06,05,2004,paiementcheque,801362,0007891010056211,CTD,TNC
2395,[2432],1,[4021],1,0,4993.134,,06,05,2004,06,05,2004,virement,,0007891010056211,CTD,TNC
2396,[2433],1,[4018],1,1,-228.35,,06,05,2004,06,05,2004,paiementcheque,801372,0007891010056211,CTD,TNC
2397,[2434],1,[4019],1,5,-250.6,,10,05,2004,10,05,2004,paiementcheque,801371,0007891010056211,CTD,TNC
2398,[2435],1,[4023],1,0,-3680.0,,10,05,2004,10,05,2004,paiementcheque,801374,0007891010056211,CTD,TNC
2399,[2436],1,[4010],1,8,-261.15,,11,05,2004,11,05,2004,paiementcheque,801367,0007891010056211,CTD,TNC
2400,[2437],1,[4022],1,3,-75.9,,11,05,2004,11,05,2004,paiementcheque,801373,0007891010056211,CTD,TNC
2401,[2438],1,[4024],1,0,12700.0,,12,05,2004,12,05,2004,virement,,0007891010056211,CTD,TNC
2402,[2439],1,[4005],1,9,-7445.849,,12,05,2004,12,05,2004,paiementcheque,801358,0007891010056211,CTD,TNC
2403,[2440],1,[4007],1,9,-108.0,,12,05,2004,12,05,2004,paiementcheque,801360,0007891010056211,CTD,TNC
2404,[2441],1,[4008],1,9,-132.2,,12,05,2004,12,05,2004,paiementcheque,801361,0007891010056211,CTD,TNC
2405,[2442],1,[4027],1,0,-1597.04,,17,05,2004,17,05,2004,paiementcheque,801389,0007891010056211,CTD,TNC
2406,[2443],1,[4030],1,0,-1327.0,,18,05,2004,18,05,2004,paiementcheque,870259,0007891010056211,CTD,TNC
2407,[2444],1,[4026],1,5,-2388.113,,19,05,2004,19,05,2004,paiementcheque,801376,0007891010056211,CTD,TNC
2408,[2445],1,[4025],1,5,-4910.0,,19,05,2004,19,05,2004,paiementcheque,801375,0007891010056211,CTD,TNC
2409,[2446],1,[4038],1,0,7590.0,,19,05,2004,19,05,2004,virement,,0007891010056211,CTD,TNC
2410,[2447],1,[4040],1,0,88830.0,,21,05,2004,21,05,2004,virement,,0007891010056211,CTD,TNC
2411,[2448],1,[4032],1,3,-5000.0,,21,05,2004,21,05,2004,paiementcheque,870266,0007891010056211,CTD,TNC
2412,[2449],1,[4031],1,6,-1024.0,,24,05,2004,24,05,2004,paiementcheque,870260,0007891010056211,CTD,TNC
2413,[2450],1,[4036],1,6,-17238.02,,24,05,2004,24,05,2004,paiementcheque,870256,0007891010056211,CTD,TNC
2414,[2451],1,[4035],1,6,-15823.169,,24,05,2004,24,05,2004,paiementcheque,870257,0007891010056211,CTD,TNC
2415,[2452],1,[4039],1,4,-982.8,,24,05,2004,24,05,2004,paiementcheque,870267,0007891010056211,CTD,TNC
2416,[2453],1,[4042],1,0,-479.7,,26,05,2004,26,05,2004,paiementcheque,870270,0007891010056211,CTD,TNC
2417,[2454],1,[4029],1,8,-1437.266,,26,05,2004,26,05,2004,paiementcheque,870258,0007891010056211,CTD,TNC
2418,[2455],1,[4041],1,3,-3478.75,,27,05,2004,27,05,2004,paiementcheque,870269,0007891010056211,CTD,TNC
2419,[2456],1,[4043],1,2,-4500.0,,28,05,2004,28,05,2004,paiementcheque,870271,0007891010056211,CTD,TNC
2420,[2457],1,[4046],1,0,-7615.0,,31,05,2004,31,05,2004,paiementcheque,870274,0007891010056211,CTD,TNC
2421,[2458],1,[4034],1,13,-10017.016,,31,05,2004,31,05,2004,paiementcheque,870262,0007891010056211,CTD,TNC
2422,[2459],1,[4033],1,13,-3725.7,,31,05,2004,31,05,2004,paiementcheque,870264,0007891010056211,CTD,TNC
2423,[2460],1,[4037],1,13,-7920.18,,31,05,2004,31,05,2004,paiementcheque,870263,0007891010056211,CTD,TNC
2424,[2461],1,[4028],1,15,-600.0,,01,06,2004,01,06,2004,paiementcheque,801388,0007891010056211,CTD,TNC
2425,[2462],1,[4044],1,1,-4993.17,,01,06,2004,01,06,2004,paiementcheque,870272,0007891010056211,CTD,TNC
2426,[2463],1,[4047],1,0,-876.5,,03,06,2004,03,06,2004,paiementcheque,870275,0007891010056211,CTD,TNC
2427,[2464],1,[4052],1,3,-525.5,,07,06,2004,07,06,2004,paiementcheque,870282,0007891010056211,CTD,TNC
2428,[2465],1,[4051],1,3,-222.2,,07,06,2004,07,06,2004,paiementcheque,870281,0007891010056211,CTD,TNC
2429,[2466],1,[4057],1,0,-2000.0,,07,06,2004,07,06,2004,retraitespeces,rcashbach,0007891010056211,CTD,TNC
2430,[2467],1,[4058],1,0,-301.7,,07,06,2004,07,06,2004,virement,,0007891010056211,CTD,TNC
2431,[2468],1,[4055],1,4,-282.5,,08,06,2004,08,06,2004,paiementcheque,870286,0007891010056211,CTD,TNC
2432,[2469],1,[4054],1,4,-75.0,,08,06,2004,08,06,2004,paiementcheque,870284,0007891010056211,CTD,TNC
2433,[2470],1,[4056],1,1,-263.23,,08,06,2004,08,06,2004,paiementcheque,870287,0007891010056211,CTD,TNC
2434,[2471],1,[4053],1,5,-240.39,,08,06,2004,09,06,2004,paiementcheque,870283,0007891010056211,CTD,TNC
2435,[2472],1,[4066],1,0,6265.0,,09,06,2004,09,06,2004,virement,,0007891010056211,CTD,TNC
2436,[2473],1,[4045],1,9,-4048.669,,09,06,2004,09,06,2004,paiementcheque,870273,0007891010056211,CTD,TNC
2437,[2474],1,[4063],1,1,-500.0,,09,06,2004,09,06,2004,paiementcheque,870292,0007891010056211,CTD,TNC
2438,[2475],1,[4061],1,1,-140.219,,09,06,2004,09,06,2004,paiementcheque,870290,0007891010056211,CTD,TNC
2439,[2476],1,[4060],1,1,-929.0,,09,06,2004,09,06,2004,paiementcheque,870289,0007891010056211,CTD,TNC
2440,[2477],1,[4059],1,1,-101.387,,09,06,2004,09,06,2004,paiementcheque,870288,0007891010056211,CTD,TNC
2441,[2478],1,[4069],1,0,2506.894,,10,06,2004,10,06,2004,virement,,0007891010056211,CTD,TNC
2442,[2479],1,[4050],1,6,-1723.83,,10,06,2004,10,06,2004,paiementcheque,870280,0007891010056211,CTD,TNC
2443,[2480],1,[4070],1,0,-500.0,,10,06,2004,10,06,2004,paiementcheque,870298,0007891010056211,CTD,TNC
2444,[2481],1,[4067],1,1,-950.0,,10,06,2004,10,06,2004,paiementcheque,870297,0007891010056211,CTD,TNC
2445,[2482],1,[4068],1,1,-80.0,,10,06,2004,10,06,2004,paiementcheque,870295,0007891010056211,CTD,TNC
2446,[2483],1,[4064],1,2,-836.0,,10,06,2004,10,06,2004,paiementcheque,870293,0007891010056211,CTD,TNC
2447,[2484],1,[4062],1,3,-74.7,,11,06,2004,11,06,2004,paiementcheque,870291,0007891010056211,CTD,TNC
2448,[2485],1,[4077],1,0,3795.0,,14,06,2004,14,06,2004,virement,,0007891010056211,CTD,TNC
2449,[2486],1,[4076],1,0,-165.0,,14,06,2004,14,06,2004,paiementcheque,870305,0007891010056211,CTD,TNC
2450,[2487],1,[4075],1,0,-168.157,,14,06,2004,14,06,2004,paiementcheque,870304,0007891010056211,CTD,TNC
2451,[2488],1,[4078],1,0,-100.0,,14,06,2004,14,06,2004,paiementcheque,870302,0007891010056211,CTD,TNC
2452,[2489],1,[4073],1,0,-408.3,,14,06,2004,14,06,2004,paiementcheque,870301,0007891010056211,CTD,TNC
2453,[2490],1,[4074],1,0,-1200.0,,14,06,2004,14,06,2004,paiementcheque,870303,0007891010056211,CTD,TNC
2454,[2491],1,[4065],1,5,-600.0,,14,06,2004,14,06,2004,paiementcheque,870294,0007891010056211,CTD,TNC
2455,[2492],1,[4071],1,3,-341.855,,14,06,2004,14,06,2004,paiementcheque,870299,0007891010056211,CTD,TNC
2456,[2493],1,[4081],1,0,-65.321,,15,06,2004,15,06,2004,paiementcheque,870309,0007891010056211,CTD,TNC
2457,[2494],1,[4080],1,0,-1600.0,,15,06,2004,15,06,2004,paiementcheque,870308,0007891010056211,CTD,TNC
2458,[2495],1,[4082],1,0,2516.0,,15,06,2004,15,06,2004,virement,,0007891010056211,CTD,TNC
2459,[2496],1,[4072],1,4,-924.476,,15,06,2004,15,06,2004,paiementcheque,870300,0007891010056211,CTD,TNC
2460,[2497],1,[4090],1,0,-3727.12,,16,06,2004,16,06,2004,paiementcheque,870306,0007891010056211,CTD,TNC
2461,[2498],1,[4079],1,1,-416.86,,16,06,2004,16,06,2004,paiementcheque,870307,0007891010056211,CTD,TNC
2462,[2499],1,[4083],1,0,-200.0,,16,06,2004,16,06,2004,paiementcheque,870310,0007891010056211,CTD,TNC
2463,[2500],1,[4088],1,0,-950.0,,16,06,2004,16,06,2004,paiementcheque,870313,0007891010056211,CTD,TNC
2464,[2501],1,[4084],1,0,-800.0,,16,06,2004,16,06,2004,paiementcheque,870312,0007891010056211,CTD,TNC
2465,[2502],1,[4087],1,0,6290.0,,16,06,2004,16,06,2004,virement,,0007891010056211,CTD,TNC
2466,[2503],1,[4048],1,13,-2326.784,,17,06,2004,17,06,2004,paiementcheque,870278,0007891010056211,CTD,TNC
2467,[2504],1,[4086],1,2,-434.891,,18,06,2004,18,06,2004,paiementcheque,870315,0007891010056211,CTD,TNC
2468,[2505],1,[4094],1,0,3786.0,,18,06,2004,18,06,2004,virement,,0007891010056211,CTD,TNC
2469,[2506],1,[4091],1,4,-449.19,,21,06,2004,21,06,2004,paiementcheque,870316,0007891010056211,CTD,TNC
2470,[2507],1,[4096],1,0,-105.0,,21,06,2004,21,06,2004,paiementcheque,870320,0007891010056211,CTD,TNC
2471,[2508],1,[4095],1,0,-200.0,,21,06,2004,21,06,2004,paiementcheque,870319,0007891010056211,CTD,TNC
2472,[2509],1,[4097],1,1,-2187.9,,22,06,2004,22,06,2004,paiementcheque,870324,0007891010056211,CTD,TNC
2473,[2510],1,[4089],1,6,-158.7,,22,06,2004,22,06,2004,paiementcheque,870311,0007891010056211,CTD,TNC
2474,[2511],1,[4092],1,5,-4000.0,,22,06,2004,22,06,2004,paiementcheque,870318,0007891010056211,CTD,TNC
2475,[2512],1,[4105],1,0,6290.0,,22,06,2004,22,06,2004,virement,,0007891010056211,CTD,TNC
2476,[2513],1,[4103],1,1,-77.1,,23,06,2004,23,06,2004,paiementcheque,870328,0007891010056211,CTD,TNC
2477,[2514],1,[4102],1,1,-150.0,,23,06,2004,23,06,2004,paiementcheque,870327,0007891010056211,CTD,TNC
2478,[2515],1,[4101],1,1,-184.423,,23,06,2004,23,06,2004,paiementcheque,870326,0007891010056211,CTD,TNC
2479,[2516],1,[4099],1,2,-702.5,,23,06,2004,23,06,2004,paiementcheque,870325,0007891010056211,CTD,TNC
2480,[2517],1,[4098],1,2,-75.5,,23,06,2004,23,06,2004,paiementcheque,870322,0007891010056211,CTD,TNC
2481,[2518],1,[4100],1,3,-327.6,,24,06,2004,24,06,2004,paiementcheque,870321,0007891010056211,CTD,TNC
2482,[2519],1,[4109],1,-1,-302.05,,24,06,2004,24,06,2004,paiementcheque,874048,0007891010056211,CTD,TNC
2483,[2520],1,[4108],1,-1,-696.518,,24,06,2004,24,06,2004,paiementcheque,874047,0007891010056211,CTD,TNC
2484,[2521],1,[4111],1,-1,-1400.0,,24,06,2004,24,06,2004,paiementcheque,874050,0007891010056211,CTD,TNC
2485,[2522],1,[4110],1,-1,-200.0,,24,06,2004,24,06,2004,paiementcheque,874049,0007891010056211,CTD,TNC
2486,[2523],1,[4112],1,-1,-1100.0,,24,06,2004,24,06,2004,paiementcheque,874051,0007891010056211,CTD,TNC
2487,[2524],1,[4106],1,0,6275.0,,24,06,2004,24,06,2004,virement,,0007891010056211,CTD,TNC
2488,[2525],1,[4104],1,3,-150.0,,25,06,2004,25,06,2004,paiementcheque,870329,0007891010056211,CTD,TNC
2489,[2526],1,[4093],1,8,-248.125,,25,06,2004,25,06,2004,paiementcheque,870317,0007891010056211,CTD,TNC
2490,[2527],1,[4113],1,0,-103.0,,25,06,2004,25,06,2004,paiementcheque,874052,0007891010056211,CTD,TNC
2491,[2528],1,[4117],1,0,-257.5,,29,06,2004,29,06,2004,paiementcheque,874056,0007891010056211,CTD,TNC
2492,[2529],1,[4116],1,1,-3185.0,,29,06,2004,29,06,2004,paiementcheque,874055,0007891010056211,CTD,TNC
2493,[2530],1,[4119],1,0,-1325.682,,29,06,2004,29,06,2004,paiementcheque,874057,0007891010056211,CTD,TNC
2494,[2531],1,[4122],1,-1,-201.7,,29,06,2004,29,06,2004,virtemiscomp,,0007891010056211,CTD,TNC
2495,[2532],1,[4123],1,-1,-1591.075,,29,06,2004,29,06,2004,virtemiscomp,,0007891010056211,CTD,TNC
2496,[2533],1,[4124],1,-1,-1001.7,,29,06,2004,29,06,2004,virtemiscomp,,0007891010056211,CTD,TNC
2497,[2534],1,[4125],1,-1,-951.7,,29,06,2004,29,06,2004,virtemiscomp,,0007891010056211,CTD,TNC
2498,[2535],1,[4126],1,-1,-2501.7,,29,06,2004,29,06,2004,virtemiscomp,,0007891010056211,CTD,TNC
2499,[2536],1,[4127],1,-1,-571.7,,29,06,2004,29,06,2004,virtemiscomp,,0007891010056211,CTD,TNC
2500,[2537],1,[4128],1,-1,-551.7,,29,06,2004,29,06,2004,virtemiscomp,,0007891010056211,CTD,TNC
2501,[2538],1,[4129],1,-1,-721.7,,29,06,2004,29,06,2004,virtemiscomp,,0007891010056211,CTD,TNC
2502,[2539],1,[4130],1,-1,-801.7,,29,06,2004,29,06,2004,virtemiscomp,,0007891010056211,CTD,TNC
2503,[2540],1,[4131],1,-1,-601.7,,29,06,2004,29,06,2004,virtemiscomp,,0007891010056211,CTD,TNC
2504,[2541],1,[4132],1,-1,-1951.7,,29,06,2004,29,06,2004,virtemiscomp,,0007891010056211,CTD,TNC
2505,[2542],1,[4133],1,-1,-451.7,,29,06,2004,29,06,2004,virtemiscomp,,0007891010056211,CTD,TNC
2506,[2543],1,[4134],1,-1,-601.7,,29,06,2004,29,06,2004,virtemiscomp,,0007891010056211,CTD,TNC
2507,[2544],1,[4135],1,-1,-901.7,,29,06,2004,29,06,2004,virtemiscomp,,0007891010056211,CTD,TNC
2508,[2545],1,[4136],1,-1,-651.7,,29,06,2004,29,06,2004,virtemiscomp,,0007891010056211,CTD,TNC
2509,[2546],1,[4137],1,-1,-551.7,,29,06,2004,29,06,2004,virtemiscomp,,0007891010056211,CTD,TNC
2510,[2547],1,[4138],1,-1,-801.7,,29,06,2004,29,06,2004,virtemiscomp,,0007891010056211,CTD,TNC
2511,[2548],1,[4118],1,0,25100.0,,29,06,2004,29,06,2004,virement,,0007891010056211,CTD,TNC
2512,[2549],1,[4120],1,0,6290.0,,30,06,2004,30,06,2004,virement,,0007891010056211,CTD,TNC
2513,[2550],1,[4139],1,0,-2000.0,,30,06,2004,30,06,2004,paiementcheque,874059,0007891010056211,CTD,TNC
2514,[2551],1,[4114],1,5,-7973.0,,30,06,2004,30,06,2004,paiementcheque,874053,0007891010056211,CTD,TNC
2515,"[2552, 2553]",2,[4121],1,1,-5.9,,30,06,2004,01,07,2004,Bank Charge 1,,0007891010056211,CTD,TNC
2516,[2554],1,[4142],1,0,-2040.0,,01,07,2004,01,07,2004,paiementcheque,874071,0007891010056211,CTD,TNC
2517,[2555],1,[4144],1,0,-219.087,,01,07,2004,01,07,2004,paiementcheque,874074,0007891010056211,CTD,TNC
2518,[2556],1,[4148],1,0,-1583.0,,01,07,2004,01,07,2004,paiementcheque,874072,0007891010056211,CTD,TNC
2519,[2557],1,[4145],1,0,-720.0,,01,07,2004,01,07,2004,paiementcheque,874075,0007891010056211,CTD,TNC
2520,[2558],1,[4143],1,0,-590.5,,01,07,2004,01,07,2004,paiementcheque,874073,0007891010056211,CTD,TNC
2521,[2559],1,[4141],1,1,-1544.75,,02,07,2004,02,07,2004,paiementcheque,874061,0007891010056211,CTD,TNC
2522,[2560],1,[4153],1,0,7536.0,,02,07,2004,02,07,2004,virement,,0007891010056211,CTD,TNC
2523,[2561],1,[4150],1,0,-300.0,,02,07,2004,02,07,2004,paiementcheque,874079,0007891010056211,CTD,TNC
2524,[2562],1,[4140],1,1,-800.0,,02,07,2004,02,07,2004,paiementcheque,874060,0007891010056211,CTD,TNC
2525,[2563],1,[4149],1,0,-1200.0,,02,07,2004,02,07,2004,paiementcheque,874078,0007891010056211,CTD,TNC
2526,[2564],1,[4146],1,4,-244.02,,05,07,2004,05,07,2004,paiementcheque,874076,0007891010056211,CTD,TNC
2527,[2565],1,[4155],1,0,-600.0,,05,07,2004,05,07,2004,paiementcheque,874084,0007891010056211,CTD,TNC
2528,[2566],1,[4147],1,5,-3300.0,,06,07,2004,06,07,2004,paiementcheque,874058,0007891010056211,CTD,TNC
2529,[2567],1,[4151],1,4,-1530.116,,06,07,2004,06,07,2004,paiementcheque,874082,0007891010056211,CTD,TNC
2530,[2568],1,[4162],1,0,6240.0,,06,07,2004,06,07,2004,virement,,0007891010056211,CTD,TNC
2531,[2569],1,[4165],1,0,-3000.0,,06,07,2004,06,07,2004,paiementcheque,874095,0007891010056211,CTD,TNC
2532,[2570],1,[4156],1,1,-1550.0,,06,07,2004,06,07,2004,paiementcheque,874086,0007891010056211,CTD,TNC
2533,[2571],1,[4152],1,5,-585.575,,07,07,2004,07,07,2004,paiementcheque,874080,0007891010056211,CTD,TNC
2534,[2572],1,[4154],1,2,-957.6,,07,07,2004,07,07,2004,paiementcheque,874083,0007891010056211,CTD,TNC
2535,[2573],1,[4169],1,0,6225.0,,07,07,2004,07,07,2004,virement,,0007891010056211,CTD,TNC
2536,[2574],1,[4115],1,13,-10000.0,,08,07,2004,08,07,2004,paiementcheque,874054,0007891010056211,CTD,TNC
2537,[2575],1,[4172],1,0,9936.0,,08,07,2004,08,07,2004,virement,,0007891010056211,CTD,TNC
2538,[2576],1,[4107],1,14,-13.6,,09,07,2004,09,07,2004,paiementcheque,874046,0007891010056211,CTD,TNC
2539,[2577],1,[4177],1,0,-3141.6,,09,07,2004,09,07,2004,paiementcheque,874101,0007891010056211,CTD,TNC
2540,[2578],1,[4174],1,0,-104.5,,09,07,2004,09,07,2004,paiementcheque,874103,0007891010056211,CTD,TNC
2541,[2579],1,[4170],1,2,-150.2,,09,07,2004,09,07,2004,paiementcheque,874097,0007891010056211,CTD,TNC
2542,[2580],1,[4159],1,6,-864.091,,12,07,2004,12,07,2004,paiementcheque,874090,0007891010056211,CTD,TNC
2543,[2581],1,[4175],1,3,-800.0,,12,07,2004,12,07,2004,paiementcheque,874105,0007891010056211,CTD,TNC
2544,[2582],1,[4176],1,3,-690.0,,12,07,2004,12,07,2004,paiementcheque,874104,0007891010056211,CTD,TNC
2545,[2583],1,[4183],1,0,-500.0,,12,07,2004,12,07,2004,paiementcheque,874107,0007891010056211,CTD,TNC
2546,[2584],1,[4178],1,0,-132.546,,12,07,2004,12,07,2004,paiementcheque,874106,0007891010056211,CTD,TNC
2547,[2585],1,[4173],1,3,-122.0,,12,07,2004,12,07,2004,paiementcheque,874100,0007891010056211,CTD,TNC
2548,[2586],1,[4182],1,0,-288.835,,12,07,2004,12,07,2004,paiementcheque,874108,0007891010056211,CTD,TNC
2549,[2587],1,[4181],1,0,6185.0,,12,07,2004,12,07,2004,virement,,0007891010056211,CTD,TNC
2550,[2588],1,[4184],1,0,3720.0,,13,07,2004,13,07,2004,virement,,0007891010056211,CTD,TNC
2551,[2589],1,[4157],1,8,-3348.0,,13,07,2004,13,07,2004,paiementcheque,874085,0007891010056211,CTD,TNC
2552,[2590],1,[4161],1,7,-300.0,,13,07,2004,13,07,2004,paiementcheque,874091,0007891010056211,CTD,TNC
2553,[2591],1,[4179],1,2,-120.0,,14,07,2004,14,07,2004,paiementcheque,874109,0007891010056211,CTD,TNC
2554,[2592],1,[4160],1,8,-485.0,,14,07,2004,14,07,2004,paiementcheque,874092,0007891010056211,CTD,TNC
